"Est","date","YJday","hh.mm.ss","bat.Volts","Temp_Aire","H_relativa","P_atm","Precip_Total","Vel_Viento","Dir_Viento","Irradiancia","Alt_NieveD","T_Suelo"
"C7300810","2019-07-07 10:00:00",2019188,"10:00:00",12.98,7.645,12.43,500.6,0,34.23,8.94,0.087,0,1.448
"C7300810","2019-07-07 11:00:00",2019188,"11:00:00",13.52,7.787,12.02,500.6,0,36.19,10.98,0.121,0,1.712
"C7300810","2019-07-07 12:00:00",2019188,"12:00:00",14.13,8.07,11.89,500.6,0,35.26,345.7,0.215,0,2.052
"C7300810","2019-07-07 13:00:00",2019188,"13:00:00",14.12,7.598,13.74,500.6,0,36.81,348.4,0.204,0,2.533
"C7300810","2019-07-07 14:00:00",2019188,"14:00:00",14.15,7.503,14.11,500.6,0,40.9,343.5,0.202,0,2.911
"C7300810","2019-07-07 15:00:00",2019188,"15:00:00",14.12,7.692,13.44,500.6,0,41.27,350.1,0.217,0,3.241
"C7300810","2019-07-07 16:00:00",2019188,"16:00:00",14.15,7.219,15.94,500.6,0,42.38,5.682,0.166,0,3.553
"C7300810","2019-07-07 17:00:00",2019188,"17:00:00",14.07,7.976,12.43,500.6,0,41.24,4.1,0.095,0,3.704
"C7300810","2019-07-07 18:00:00",2019188,"18:00:00",13.73,7.976,12.02,500.6,0,39.35,334.6,0.035,0,3.723
"C7300810","2019-07-07 19:00:00",2019188,"19:00:00",13.42,8.35,10.54,500.6,0,35.11,353.1,0,0,3.676
"C7300810","2019-07-07 20:00:00",2019188,"20:00:00",13.21,8.97,8.78,500.6,0,32.93,335.8,0,0,3.6
"C7300810","2019-07-07 21:00:00",2019188,"21:00:00",13.09,8.73,10.67,500.6,0,29.41,4.411,0,0,3.562
"C7300810","2019-07-07 22:00:00",2019188,"22:00:00",13.02,4.997,25.26,500.5,0,11.74,271.5,0,0,3.526
"C7300810","2019-07-07 23:00:00",2019188,"23:00:00",13.01,5.579,22.83,500.6,0,5.922,197.2,0,0,3.337
"C7300810","2019-07-08 00:00:00",2019189,"00:00:00",12.99,10.1,10.13,500.7,0,23.15,19.97,0,0,3.192
"C7300810","2019-07-08 01:00:00",2019189,"01:00:00",12.99,10.53,8.78,500.6,0,32.46,32.1,0,0,3.317
"C7300810","2019-07-08 02:00:00",2019189,"02:00:00",12.99,10.48,11.72,500.6,0,30.95,177.2,0,0,3.468
"C7300810","2019-07-08 03:00:00",2019189,"03:00:00",12.98,9.49,16.14,500.6,0,26.97,31.12,0,0,3.619
"C7300810","2019-07-08 04:00:00",2019189,"04:00:00",12.97,9.77,12.29,500.6,0,26.72,341.4,0,0,3.695
"C7300810","2019-07-08 05:00:00",2019189,"05:00:00",12.96,6.747,18.77,500.6,0,31.09,20.14,0,0,3.714
"C7300810","2019-07-08 06:00:00",2019189,"06:00:00",12.93,6.557,19.65,500.6,0,27.16,52.41,0,0,3.647
"C7300810","2019-07-08 07:00:00",2019189,"07:00:00",12.92,6.089,20.29,500.6,0,23.91,43.23,0,0,3.517
"C7300810","2019-07-08 08:00:00",2019189,"08:00:00",12.9,6.464,18.57,500.6,0,28,21.43,0,0,3.413
"C7300810","2019-07-08 09:00:00",2019189,"09:00:00",12.88,7.267,14.72,500.6,0,38.37,320.2,0.006,0,3.364
"C7300810","2019-07-08 10:00:00",2019189,"10:00:00",13.09,6.699,17.22,500.6,0,37.88,35.29,0.071,0,3.363
"C7300810","2019-07-08 11:00:00",2019189,"11:00:00",13.91,6.652,15.33,500.6,0,34.76,348.2,0.13,0,3.483
"C7300810","2019-07-08 12:00:00",2019189,"12:00:00",14.06,6.463,15.6,500.6,0,32.12,5.37,0.125,0,3.733
"C7300810","2019-07-08 13:00:00",2019189,"13:00:00",14.12,6.51,15.33,500.6,0,29.86,346.8,0.168,0,3.914
"C7300810","2019-07-08 14:00:00",2019189,"14:00:00",14.07,6.747,11.95,500.6,0,31.61,47.97,0.167,0,4.074
"C7300810","2019-07-08 15:00:00",2019189,"15:00:00",14.15,6.652,11.62,500.6,0,32.27,45.62,0.133,0,4.198
"C7300810","2019-07-08 16:00:00",2019189,"16:00:00",14.19,6.368,15.26,500.6,0,33.09,29.46,0.11,0,4.249
"C7300810","2019-07-08 17:00:00",2019189,"17:00:00",14.23,5.517,17.59,500.6,0,33.91,349.5,0.14,0,4.286
"C7300810","2019-07-08 18:00:00",2019189,"18:00:00",13.81,5.423,14.18,500.6,0,39.43,347.5,0.015,0,4.308
"C7300810","2019-07-08 19:00:00",2019189,"19:00:00",13.5,5.059,13.51,500.6,0,36.99,5.539,0.001,0,4.046
"C7300810","2019-07-08 20:00:00",2019189,"20:00:00",13.26,5.344,11.15,500.6,0,31.88,28.32,0,0,3.669
"C7300810","2019-07-08 21:00:00",2019189,"21:00:00",13.1,5.059,11.31,500.6,0,27.83,327.7,0,0,3.328
"C7300810","2019-07-08 22:00:00",2019189,"22:00:00",13,4.734,10.61,500.6,0,23.56,2.878,0,0,3.026
"C7300810","2019-07-08 23:00:00",2019189,"23:00:00",13,2.756,12.43,500.5,0,14.57,31.87,0,0,2.71
"C7300810","2019-07-09 00:00:00",2019190,"00:00:00",12.98,-0.245,21.15,500.5,0,3.878,96.9,0,0,2.301
"C7300810","2019-07-09 01:00:00",2019190,"01:00:00",12.94,-2.454,26.7,500.5,0,5.047,6.239,0,0,1.825
"C7300810","2019-07-09 02:00:00",2019190,"02:00:00",12.92,-5.28,34.27,500.5,0,7.304,44.45,0,0,1.41
"C7300810","2019-07-09 03:00:00",2019190,"03:00:00",12.89,-4.613,33.4,500.6,0,9.29,6.024,0,0,1.032
"C7300810","2019-07-09 04:00:00",2019190,"04:00:00",12.87,-6.261,35.9,500.6,0,9.14,4.489,0,0,0.712
"C7300810","2019-07-09 05:00:00",2019190,"05:00:00",12.84,-4.273,30.36,500.6,0,8.59,317.2,0,0,0.448
"C7300810","2019-07-09 06:00:00",2019190,"06:00:00",12.82,-4.376,30.9,500.6,0,6.368,309,0,0,0.218
"C7300810","2019-07-09 07:00:00",2019190,"07:00:00",12.8,-4.002,31.33,500.6,0,6.591,62.92,0,0,0.029
"C7300810","2019-07-09 08:00:00",2019190,"08:00:00",12.78,-4.893,32.72,500.6,0,6.086,7.176,0,0,-0.142
"C7300810","2019-07-09 09:00:00",2019190,"09:00:00",12.77,-2.253,25.96,500.6,0,6.508,144.7,0.012,0,-0.303
"C7300810","2019-07-09 10:00:00",2019190,"10:00:00",13.17,-0.075,21.19,500.7,0,4.497,169,0.098,0,-0.399
"C7300810","2019-07-09 11:00:00",2019190,"11:00:00",14.51,2.974,20,500.7,0,6.147,23.7,0.199,0,-0.38
"C7300810","2019-07-09 12:00:00",2019190,"12:00:00",14.26,7.142,14.39,500.8,0,21.06,39.11,0.276,0,-0.222
"C7300810","2019-07-09 13:00:00",2019190,"13:00:00",14.22,6.653,12.7,500.6,0,26.48,347,0.263,0,-0.055
"C7300810","2019-07-09 14:00:00",2019190,"14:00:00",14.23,6.463,13.1,500.6,0,31.75,319.3,0.295,0,0.501
"C7300810","2019-07-09 15:00:00",2019190,"15:00:00",14.19,5.423,12.59,500.6,0,33.65,338.3,0.301,0,1.386
"C7300810","2019-07-09 16:00:00",2019190,"16:00:00",14.23,5.517,12.87,500.6,0,36.74,5.322,0.369,0,2.086
"C7300810","2019-07-09 17:00:00",2019190,"17:00:00",14.23,5.423,12.56,500.6,0,35.14,353.1,0.215,0,2.622
"C7300810","2019-07-09 18:00:00",2019190,"18:00:00",14.24,4.767,13.68,500.6,0,32.67,3.956,0.057,0,2.799
"C7300810","2019-07-09 19:00:00",2019190,"19:00:00",13.63,4.303,15.54,500.6,0,29.84,16.88,0.001,0,2.648
"C7300810","2019-07-09 20:00:00",2019190,"20:00:00",13.36,3.697,15.87,500.6,0,25.63,347.7,0,0,2.346
"C7300810","2019-07-09 21:00:00",2019190,"21:00:00",13.14,3.324,12.23,500.6,0,24.52,33.58,0,0,2.031
"C7300810","2019-07-09 22:00:00",2019190,"22:00:00",13,2.993,10.81,500.6,0,26.75,37.27,0,0,1.739
"C7300810","2019-07-09 23:00:00",2019190,"23:00:00",13,2.715,10.37,500.6,0,26.93,20.75,0,0,1.469
"C7300810","2019-07-10 00:00:00",2019191,"00:00:00",12.98,2.25,9.8,500.6,0,28.54,10.89,0,0,1.224
"C7300810","2019-07-10 01:00:00",2019191,"01:00:00",12.97,2.061,7.635,500.6,0,30.34,346.2,0,0,0.997
"C7300810","2019-07-10 02:00:00",2019191,"02:00:00",12.95,1.872,7.669,500.6,0,31.89,7.987,0,0,0.827
"C7300810","2019-07-10 03:00:00",2019191,"03:00:00",12.93,1.73,7.703,500.6,0,31.68,1.727,0,0,0.685
"C7300810","2019-07-10 04:00:00",2019191,"04:00:00",12.92,2.203,6.351,500.6,0,31.99,12.86,0,0,0.571
"C7300810","2019-07-10 05:00:00",2019191,"05:00:00",12.9,2.345,6.351,500.6,0,31.92,19.24,0,0,0.496
"C7300810","2019-07-10 06:00:00",2019191,"06:00:00",12.87,2.203,6.419,500.6,0,32.05,1.967,0,0,0.42
"C7300810","2019-07-10 07:00:00",2019191,"07:00:00",12.85,2.155,6.284,500.6,0,31.63,33.92,0,0,0.363
"C7300810","2019-07-10 08:00:00",2019191,"08:00:00",12.84,2.392,6.554,500.6,0,30.54,18.47,0,0,0.316
"C7300810","2019-07-10 09:00:00",2019191,"09:00:00",12.84,2.628,6.014,500.6,0,30.37,16.81,0.018,0,0.288
"C7300810","2019-07-10 10:00:00",2019191,"10:00:00",13.26,3.094,6.925,500.6,0,29.79,27.63,0.091,0,0.297
"C7300810","2019-07-10 11:00:00",2019191,"11:00:00",14.11,3.749,6.35,500.6,0,30.27,12.93,0.169,0,0.406
"C7300810","2019-07-10 12:00:00",2019191,"12:00:00",14.19,3.691,8.38,500.6,0,32.93,51.24,0.226,0,0.703
"C7300810","2019-07-10 13:00:00",2019191,"13:00:00",14.29,3.83,8.58,500.6,0,30.56,23.62,0.228,0,1.175
"C7300810","2019-07-10 14:00:00",2019191,"14:00:00",14.3,4.493,9.52,500.6,0,31.44,33.52,0.306,0,1.591
"C7300810","2019-07-10 15:00:00",2019191,"15:00:00",14.26,4.255,9.32,500.6,0,33.82,325.8,0.261,0,2.07
"C7300810","2019-07-10 16:00:00",2019191,"16:00:00",14.37,4.397,10,500.6,0,37.33,26.02,0.201,0,2.43
"C7300810","2019-07-10 17:00:00",2019191,"17:00:00",14.29,4.4,9.19,500.6,0,36.31,9.14,0.091,0,2.572
"C7300810","2019-07-10 18:00:00",2019191,"18:00:00",14.34,4.115,9.32,500.6,0,37.08,324.7,0.049,0,2.554
"C7300810","2019-07-10 19:00:00",2019191,"19:00:00",13.6,3.831,8.92,500.6,0,34.96,43.26,0.003,0,2.412
"C7300810","2019-07-10 20:00:00",2019191,"20:00:00",13.32,3.834,8.04,500.6,0,33.55,4.268,0,0,2.204
"C7300810","2019-07-10 21:00:00",2019191,"21:00:00",13.11,4.405,6.62,500.6,0,32.36,343.9,0,0,2.025
"C7300810","2019-07-10 22:00:00",2019191,"22:00:00",13.02,3.937,7.228,500.6,0,30.83,322.2,0,0,1.856
"C7300810","2019-07-10 23:00:00",2019191,"23:00:00",13,4.317,5.675,500.6,0,29.9,11.1,0,0,1.699
"C7300810","2019-07-11 00:00:00",2019192,"00:00:00",12.99,4.221,5.607,500.6,0,28.98,17.15,0,0,1.583
"C7300810","2019-07-11 01:00:00",2019192,"01:00:00",12.98,4.408,4.729,500.6,0,29.38,73.55,0,0,1.488
"C7300810","2019-07-11 02:00:00",2019192,"02:00:00",12.97,4.64,4.458,500.6,0,31.92,44.1,0,0,1.421
"C7300810","2019-07-11 03:00:00",2019192,"03:00:00",12.96,4.307,4.999,500.6,0,32.79,19.14,0,0,1.392
"C7300810","2019-07-11 04:00:00",2019192,"04:00:00",12.94,4.354,5.944,500.6,0,32.54,3.501,0,0,1.383
"C7300810","2019-07-11 05:00:00",2019192,"05:00:00",12.93,4.451,7.295,500.6,0,32.26,12.9,0,0,1.392
"C7300810","2019-07-11 06:00:00",2019192,"06:00:00",12.9,3.837,7.228,500.6,0,32.43,70.17,0,0,1.43
"C7300810","2019-07-11 07:00:00",2019192,"07:00:00",12.88,3.37,6.283,500.6,0,32.36,41.42,0,0,1.413
"C7300810","2019-07-11 08:00:00",2019192,"08:00:00",12.86,2.709,6.553,500.6,0,33.41,25.76,0,0,1.36
"C7300810","2019-07-11 09:00:00",2019192,"09:00:00",12.84,2.614,6.789,500.6,0,30.54,30.51,0.01,0,1.304
"C7300810","2019-07-11 10:00:00",2019192,"10:00:00",12.98,2.189,7.566,500.6,0,31.58,345.1,0.055,0,1.24
"C7300810","2019-07-11 11:00:00",2019192,"11:00:00",13.52,2.567,7.668,500.6,0,26.4,7.099,0.125,0,1.276
"C7300810","2019-07-11 12:00:00",2019192,"12:00:00",14.19,2.094,9.66,500.6,0,27.62,211.8,0.195,0,1.407
"C7300810","2019-07-11 13:00:00",2019192,"13:00:00",14.37,1.763,10.98,500.6,0,32.77,23.6,0.295,0,1.653
"C7300810","2019-07-11 14:00:00",2019192,"14:00:00",14.33,2.701,8.61,500.7,0,31.7,0.144,0.629,0,2.16
"C7300810","2019-07-11 15:00:00",2019192,"15:00:00",14.29,1.466,10.47,500.6,0,33.96,8.94,0.271,0,3.309
"C7300810","2019-07-11 16:00:00",2019192,"16:00:00",14.3,1.006,11.01,500.6,0,33.9,10.46,0.195,0,3.426
"C7300810","2019-07-11 17:00:00",2019192,"17:00:00",14.4,0.819,12.8,500.6,0,34.38,10.36,0.131,0,3.185
"C7300810","2019-07-11 18:00:00",2019192,"18:00:00",14.49,-0.399,21.08,500.5,0,32.67,349.9,0.06,0,2.886
"C7300810","2019-07-11 19:00:00",2019192,"19:00:00",13.65,-0.86,17.94,500.5,0,32.21,347.2,0.001,0,2.48
"C7300810","2019-07-11 20:00:00",2019192,"20:00:00",13.39,-1.189,16.32,500.5,0,29.13,8.25,0,0,1.938
"C7300810","2019-07-11 21:00:00",2019192,"21:00:00",13.17,-1.899,17.37,500.6,0,25.89,15.09,0,0,1.437
"C7300810","2019-07-11 22:00:00",2019192,"22:00:00",12.97,-1.376,15.41,500.6,0,24.93,342.2,0,0,1.012
"C7300810","2019-07-11 23:00:00",2019192,"23:00:00",12.99,-1.564,15.54,500.6,0,26.93,335.1,0,0,0.709
"C7300810","2019-07-12 00:00:00",2019193,"00:00:00",12.97,-1.559,15.14,500.6,0,28.21,318.3,0,0,0.463
"C7300810","2019-07-12 01:00:00",2019193,"01:00:00",12.94,-1.794,14.46,500.6,0,27.67,9.55,0,0,0.264
"C7300810","2019-07-12 02:00:00",2019193,"02:00:00",12.94,-1.65,14.13,500.6,0,27.66,20.49,0,0,0.085
"C7300810","2019-07-12 03:00:00",2019193,"03:00:00",12.92,-1.933,15.48,500.6,0,29.11,20.97,0,0,-0.057
"C7300810","2019-07-12 04:00:00",2019193,"04:00:00",12.9,-2.312,17.84,500.6,0,32.07,30.64,0,0,-0.2
"C7300810","2019-07-12 05:00:00",2019193,"05:00:00",12.87,-2.643,18.59,500.6,0,32.2,58.04,0,0,-0.323
"C7300810","2019-07-12 06:00:00",2019193,"06:00:00",12.84,-3.258,19.13,500.6,0,31.31,37.07,0,0,-0.446
"C7300810","2019-07-12 07:00:00",2019193,"07:00:00",12.81,-2.688,15.75,500.6,0,33.37,3.455,0,0,-0.56
"C7300810","2019-07-12 08:00:00",2019193,"08:00:00",12.79,-3.256,15.55,500.6,0,29.14,28.94,0,0,-0.684
"C7300810","2019-07-12 09:00:00",2019193,"09:00:00",12.79,-2.169,12.77,500.6,0,26.04,347.2,0.008,0,-0.817
"C7300810","2019-07-12 10:00:00",2019193,"10:00:00",12.82,-4.904,20.21,500.5,0,12.97,135.8,0.022,0,-0.949
"C7300810","2019-07-12 11:00:00",2019193,"11:00:00",13.02,-5.316,21.77,500.5,0,3.197,319.3,0.031,0,-1.092
"C7300810","2019-07-12 12:00:00",2019193,"12:00:00",14.51,-1.41,15.41,501.1,0,6.129,220.9,0.53,0,-0.944
"C7300810","2019-07-12 13:00:00",2019193,"13:00:00",14.37,-0.025,12.36,500.7,0,6.338,223.3,0.615,0,-0.29
"C7300810","2019-07-12 14:00:00",2019193,"14:00:00",14.29,2.413,9.32,500.6,0,24.68,24.39,0.631,0,1.412
"C7300810","2019-07-12 15:00:00",2019193,"15:00:00",14.29,2.412,10.2,500.6,0,32.65,339.9,0.583,0,2.837
"C7300810","2019-07-12 16:00:00",2019193,"16:00:00",14.3,2.553,11.08,500.6,0,34.22,7.577,0.475,0,3.516
"C7300810","2019-07-12 17:00:00",2019193,"17:00:00",14.33,1.939,11.42,500.6,0,35.23,316.4,0.317,0,3.631
"C7300810","2019-07-12 18:00:00",2019193,"18:00:00",13.91,0.719,13.92,500.5,0,32.44,17.05,0.015,0,3.234
"C7300810","2019-07-12 19:00:00",2019193,"19:00:00",13.6,0.075,14.53,500.5,0,34.64,32.45,0.001,0,2.65
"C7300810","2019-07-12 20:00:00",2019193,"20:00:00",13.34,-0.292,15.34,500.5,0,34.23,1.319,0,0,2.027
"C7300810","2019-07-12 21:00:00",2019193,"21:00:00",13.14,-0.101,12.3,500.6,0,33.52,88.7,0,0,1.501
"C7300810","2019-07-12 22:00:00",2019193,"22:00:00",12.96,-0.48,12.64,500.6,0,34.69,18.45,0,0,1.069
"C7300810","2019-07-12 23:00:00",2019193,"23:00:00",12.99,-0.291,12.2,500.6,0,36.85,14.87,0,0,0.709
"C7300810","2019-07-13 00:00:00",2019194,"00:00:00",12.98,-0.196,10.2,500.6,0,37.81,26.39,0,0,0.463
"C7300810","2019-07-13 01:00:00",2019194,"01:00:00",12.96,-0.669,11.22,500.6,0,37.7,353.6,0,0,0.293
"C7300810","2019-07-13 02:00:00",2019194,"02:00:00",12.95,-0.48,9.46,500.6,0,35.97,42.73,0,0,0.141
"C7300810","2019-07-13 03:00:00",2019194,"03:00:00",12.94,-1.142,10.81,500.6,0,34.68,7.029,0,0,0.009
"C7300810","2019-07-13 04:00:00",2019194,"04:00:00",12.92,-1.142,9.7,500.6,0,33.12,11.73,0,0,-0.105
"C7300810","2019-07-13 05:00:00",2019194,"05:00:00",12.89,-1.85,14.94,500.6,0,31.72,342.7,0,0,-0.219
"C7300810","2019-07-13 06:00:00",2019194,"06:00:00",12.86,-2.124,15.61,500.6,0,31.08,11.01,0,0,-0.333
"C7300810","2019-07-13 07:00:00",2019194,"07:00:00",12.83,-2.217,14.87,500.6,0,32.66,347.9,0,0,-0.447
"C7300810","2019-07-13 08:00:00",2019194,"08:00:00",12.81,-2.17,13.92,500.6,0,29.69,349.9,0,0,-0.551
"C7300810","2019-07-13 09:00:00",2019194,"09:00:00",12.79,-2.501,15.21,500.6,0,28.17,343.7,0.008,0,-0.674
"C7300810","2019-07-13 10:00:00",2019194,"10:00:00",12.83,-2.454,15.44,500.6,0,28.31,342.2,0.021,0,-0.798
"C7300810","2019-07-13 11:00:00",2019194,"11:00:00",13.04,-2.312,15.21,500.6,0,24.9,54.37,0.031,0,-0.921
"C7300810","2019-07-13 12:00:00",2019194,"12:00:00",14.44,0.183,13.79,500.7,0,27.22,3.047,0.53,0,-0.742
"C7300810","2019-07-13 13:00:00",2019194,"13:00:00",14.37,2.19,13.44,500.6,0,28.42,42.62,0.613,0,-0.215
"C7300810","2019-07-13 14:00:00",2019194,"14:00:00",14.33,0.533,13.78,500.6,0,29.73,12.85,0.356,0,1.141
"C7300810","2019-07-13 15:00:00",2019194,"15:00:00",14.37,0.581,13.48,500.6,0,33.14,265.7,0.47,0,1.974
"C7300810","2019-07-13 16:00:00",2019194,"16:00:00",14.37,0.439,11.21,500.6,0,29.53,25.25,0.154,0,2.427
"C7300810","2019-07-13 17:00:00",2019194,"17:00:00",14.41,0.676,12.23,500.6,0,26.99,0.767,0.321,0,2.373
"C7300810","2019-07-13 18:00:00",2019194,"18:00:00",14.04,-0.223,12.63,500.5,0,26.3,2.806,0.015,0,2.134
"C7300810","2019-07-13 19:00:00",2019194,"19:00:00",13.65,-0.67,13.01,500.5,0,25.03,333.8,0.001,0,1.697
"C7300810","2019-07-13 20:00:00",2019194,"20:00:00",13.39,-0.858,11.42,500.6,0,23.66,323.3,0,0,1.163
"C7300810","2019-07-13 21:00:00",2019194,"21:00:00",13.18,-1.94,14.19,500.5,0,16.6,28.02,0,0,0.671
"C7300810","2019-07-13 22:00:00",2019194,"22:00:00",12.93,-6.842,23.25,500.5,0,13.8,70.29,0,0,0.291
"C7300810","2019-07-13 23:00:00",2019194,"23:00:00",12.97,-5.693,15.82,500.6,0,12.83,87.4,0,0,-0.036
"C7300810","2019-07-14 00:00:00",2019195,"00:00:00",12.95,-4.699,11.53,500.6,0,14.16,55.49,0,0,-0.309
"C7300810","2019-07-14 01:00:00",2019195,"01:00:00",12.94,-3.717,9.67,500.7,0,17.8,61.99,0,0,-0.512
"C7300810","2019-07-14 02:00:00",2019195,"02:00:00",12.93,-3.103,9.73,500.6,0,15.43,14.86,0,0,-0.73
"C7300810","2019-07-14 03:00:00",2019195,"03:00:00",12.91,-1.447,6.49,500.6,0,15.71,54,0,0,-0.949
"C7300810","2019-07-14 04:00:00",2019195,"04:00:00",12.9,-1.352,6.963,500.6,0,17.96,1.92,0,0,-1.159
"C7300810","2019-07-14 05:00:00",2019195,"05:00:00",12.88,-1.696,7.3,500.6,0,18.87,8.9,0,0,-1.321
"C7300810","2019-07-14 06:00:00",2019195,"06:00:00",12.86,-3.111,11.02,500.6,0,21.94,30.12,0,0,-1.454
"C7300810","2019-07-14 07:00:00",2019195,"07:00:00",12.83,-1.163,7.098,500.6,0,31.57,13.3,0,0,-1.574
"C7300810","2019-07-14 08:00:00",2019195,"08:00:00",12.81,-0.939,7.503,500.6,0,29.41,347.2,0,0,-1.655
"C7300810","2019-07-14 09:00:00",2019195,"09:00:00",12.8,-1.13,9.06,500.6,0,28.16,30.04,0.028,0,-1.703
"C7300810","2019-07-14 10:00:00",2019195,"10:00:00",13.35,-0.622,9.73,500.6,0,29.75,20.75,0.132,0,-1.645
"C7300810","2019-07-14 11:00:00",2019195,"11:00:00",14.43,1.217,9.8,500.6,0,30.82,33.42,0.209,0,-1.392
"C7300810","2019-07-14 12:00:00",2019195,"12:00:00",14.37,1.858,9.46,500.6,0,28.48,22.9,0.356,0,-0.958
"C7300810","2019-07-14 13:00:00",2019195,"13:00:00",14.33,1.763,9.12,500.6,0,26.57,0.168,0.355,0,-0.582
"C7300810","2019-07-14 14:00:00",2019195,"14:00:00",14.33,2.417,9.19,500.6,0,27.58,11.03,0.506,0,-0.263
"C7300810","2019-07-14 15:00:00",2019195,"15:00:00",14.26,3.262,10.6,500.7,0,28.74,329.8,0.675,0,0.456
"C7300810","2019-07-14 16:00:00",2019195,"16:00:00",14.26,2.634,10.94,500.6,0,29.56,4.267,0.491,0,1.778
"C7300810","2019-07-14 17:00:00",2019195,"17:00:00",14.26,3.067,12.29,500.6,0,25.57,16.23,0.154,0,2.487
"C7300810","2019-07-14 18:00:00",2019195,"18:00:00",14.29,2.078,13.68,500.5,0,22.58,352.9,0.024,0,2.516
"C7300810","2019-07-14 19:00:00",2019195,"19:00:00",13.6,1.479,15.07,500.5,0,23.19,339.9,0.001,0,2.2
"C7300810","2019-07-14 20:00:00",2019195,"20:00:00",13.34,-0.115,21.01,500.5,0,16.03,51.71,0,0,1.743
"C7300810","2019-07-14 21:00:00",2019195,"21:00:00",13.14,-0.338,25.48,500.5,0,16.42,53.88,0,0,1.257
"C7300810","2019-07-14 22:00:00",2019195,"22:00:00",12.9,-1.946,30.38,500.5,0,16.46,44.72,0,0,0.842
"C7300810","2019-07-14 23:00:00",2019195,"23:00:00",12.98,-0.291,24.46,500.6,0,20.15,42.51,0,0,0.501
"C7300810","2019-07-15 00:00:00",2019196,"00:00:00",12.97,-0.811,28.92,500.5,0,17.31,49.3,0,0,0.312
"C7300810","2019-07-15 01:00:00",2019196,"01:00:00",12.96,0.182,24.56,500.6,0,20.89,60.84,0,0,0.141
"C7300810","2019-07-15 02:00:00",2019196,"02:00:00",12.95,-2.183,28.38,500.5,0,18.05,73.44,0,0,0.018
"C7300810","2019-07-15 03:00:00",2019196,"03:00:00",12.93,-2.221,28.45,500.6,0,16.79,81.3,0,0,-0.124
"C7300810","2019-07-15 04:00:00",2019196,"04:00:00",12.91,-2.263,29.2,500.5,0,15.12,65.6,0,0,-0.247
"C7300810","2019-07-15 05:00:00",2019196,"05:00:00",12.89,-2.259,29.94,500.6,0,16.38,87.1,0,0,-0.38
"C7300810","2019-07-15 06:00:00",2019196,"06:00:00",12.86,-3.671,33.94,500.5,0,7.488,350.3,0,0,-0.504
"C7300810","2019-07-15 07:00:00",2019196,"07:00:00",12.82,-6.077,41.98,500.5,0,8.53,44.23,0,0,-0.673
"C7300810","2019-07-15 08:00:00",2019196,"08:00:00",12.8,-4.605,35.77,500.6,0,7.074,7.945,0,0,-0.892
"C7300810","2019-07-15 09:00:00",2019196,"09:00:00",12.77,-4.744,35.09,500.5,0,1.862,89.1,0.008,0,-1.131
"C7300810","2019-07-15 10:00:00",2019196,"10:00:00",12.8,-6.959,43.55,500.6,0,6.997,66.69,0.021,0,-1.387
"C7300810","2019-07-15 11:00:00",2019196,"11:00:00",13.03,-7.717,47.94,500.6,0,6.329,62.06,0.03,0,-1.635
"C7300810","2019-07-15 12:00:00",2019196,"12:00:00",14.55,0.77,26.43,501.1,0,6.085,67.91,0.527,0,-1.378
"C7300810","2019-07-15 13:00:00",2019196,"13:00:00",14.3,7.629,13.51,500.9,0,12.16,4.869,0.612,0,-0.396
"C7300810","2019-07-15 14:00:00",2019196,"14:00:00",14.12,7.692,15.2,500.7,0,22.37,348.9,0.632,0,1.308
"C7300810","2019-07-15 15:00:00",2019196,"15:00:00",14.1,7.503,14.72,500.7,0,25.41,0.336,0.584,0,3.156
"C7300810","2019-07-15 16:00:00",2019196,"16:00:00",14.1,7.401,15.53,500.6,0,23.25,0.168,0.478,0,4.272
"C7300810","2019-07-15 17:00:00",2019196,"17:00:00",14.12,7.218,15.8,500.6,0,23.57,13.26,0.32,0,4.726
"C7300810","2019-07-15 18:00:00",2019196,"18:00:00",13.89,6.32,17.39,500.6,0,20.89,324.8,0.014,0,4.499
"C7300810","2019-07-15 19:00:00",2019196,"19:00:00",13.51,5.342,18.1,500.5,0,11.64,47.74,0.002,0,4.045
"C7300810","2019-07-15 20:00:00",2019196,"20:00:00",13.26,0.439,32.53,500.5,0,12.62,68.69,0,0,3.4
"C7300810","2019-07-15 21:00:00",2019196,"21:00:00",13.1,-0.245,32.1,500.5,0,11.14,66.4,0,0,2.763
"C7300810","2019-07-15 22:00:00",2019196,"22:00:00",13.01,-1.047,32.51,500.5,0,9.28,36.51,0,0,2.183
"C7300810","2019-07-15 23:00:00",2019196,"23:00:00",12.97,-2.406,36.09,500.5,0,8.62,40.57,0,0,1.627
"C7300810","2019-07-16 00:00:00",2019197,"00:00:00",12.96,-4.193,39.34,500.5,0,10.86,66.64,0,0,1.101
"C7300810","2019-07-16 01:00:00",2019197,"01:00:00",12.94,-4.382,38.53,500.5,0,11.61,60.98,0,0,0.654
"C7300810","2019-07-16 02:00:00",2019197,"02:00:00",12.92,-4.002,35.56,500.6,0,11.64,80.8,0,0,0.323
"C7300810","2019-07-16 03:00:00",2019197,"03:00:00",12.91,-2.488,29.74,500.6,0,14.82,70.87,0,0,0.076
"C7300810","2019-07-16 04:00:00",2019197,"04:00:00",12.89,-3.106,31.6,500.6,0,14.86,60.04,0,0,-0.112
"C7300810","2019-07-16 05:00:00",2019197,"05:00:00",12.86,1.097,19.33,500.7,0,17.82,57.88,0,0,-0.275
